119,1077,94968,9386,80697,18951,63833,5718,42560,54475,113049,47922,27358,12981,36212,19279,4807,80536,36371,33450,106600,76702,145,38735,12531,32288,49436,85169,19162,1155,98060,46115,55362,63340,29449,11804,89194,51097,55825,27923,75491,60810,40103,82501,33730,31451,74925,39896,45836,63547,25943
128,40093,14771,35264,4421,35066,108733,7914,80299,102079,103033,31424,94794,83923,34709,52074,3392,62446,89914,47377,106273,32959,63423,23825,113786,99210,68156,82299,63626,23727,25400,92185,24252,110453,3244,6866,60856,24969,30256,15102,41305,65657,114900,1499,66738,33389,30602,39475,32125,109924,25547
129,111956,8146,16531,11734,1662,62707,115894,69470,97357,53311,27408,362,26247,90260,79941,99690,59947,39534,57324,697,22640,59577,65181,111197,16589,29581,62446,4055,73019,31789,6574,87691,7153,7097,115661,17031,33051,39949,4116,116314,98756,80766,12127,71226,116743,4018,77118,108169,54356,86015
139,15,31469,23097,87714,5715,40553,37352,96233,11882,35999,67922,65297,21757,21198,27751,106672,74906,26471,93658,98458,19575,112164,90634,74047,15601,91772,1394,4221,14645,50658,106580,39067,92579,68169,84681,95404,22950,30167,91839,97045,39775,19552,97718,49914,7344,59272,74609,37942,52157,3819
150,91907,60641,37405,12572,7895,67774,22038,27470,74083,23285,53386,39143,934,26228,15746,57561,99923,70700,61436,78659,69746,54447,29885,16300,9353,26313,33579,29813,77983,11383,75825,13172,97512,76584,94034,46379,23741,2646,28434,57365,68178,97481,64892,64911,56995,50797,36830,78711,100063,70913
151,38497,25898,39454,89882,9544,64927,15366,23564,90884,5309,6475,39729,8740,62726,99560,60529,17813,13266,43132,109952,29410,23838,91367,6259,17210,88334,65986,25064,49082,16462,103246,101292,66166,64975,22042,72250,17777,113442,60151,62164,104729,62586,103659,53729,42720,48571,27065,113438,8152,112087
152,13055,53881,110464,69704,62906,62227,9901,60744,78278,54889,56356,62135,84914,65477,32159,76672,3480,114126,32528,48312,6150,112776,2233,2076,4209,113851,36348,4793,108047,21146,57243,25883,2220,63839,40744,3881,99294,17641,56789,58434,69570,74107,40214,98659,97220,63023,92090,25989,102255,56585
163,28300,94387,4032,70830,79563,76434,70294,18167,18078,91231,41483,10933,74349,70488,6412,64224,59124,30772,4696,38502,102723,20275,25348,47914,60245,83181,70663,76373,42538,70024,75930,116264,88799,13676,22299,100622,48385,82971,104048,112866,107487,52687,81768,20064,7090,7367,115920,39445,55357,101694
173,80523,72733,110968,94363,42576,15860,1704,79136,83411,60169,14079,90026,94141,48904,98143,5258,102982,8172,35758,116207,70985,100784,10367,66754,10245,29418,37604,62384,14465,50303,64687,114700,94804,44493,74714,32455,5895,1035,47784,31077,25684,43876,110773,94003,56558,8154,37709,17484,2660,96569
174,25630,20006,72927,72992,934,39805,113135,10683,1233,89853,47583,25005,9206,65693,12643,60641,96213,17665,8023,72418,6190,100454,82759,53830,4946,30909,72138,102793,9168,89694,8820,92291,18201,53241,693,22472,3015,89031,21956,10202,57208,103321,25995,100063,78142,81243,65123,63467,47163,14832
183,108736,40003,58238,47175,116060,1165,33127,27322,103198,81145,66973,112030,1943,70147,41881,51721,73172,2677,42743,109395,95153,79913,36326,77047,41872,53766,73095,39268,62064,30809,101089,15680,25874,57888,33770,71457,39371,49371,30633,108992,71510,81273,54326,23585,115805,18110,19885,18504,33600,45549
184,98095,64673,89983,16715,68208,36257,80703,90922,33544,90849,113788,103560,76892,84462,30834,43840,11795,45255,20855,54127,54437,88983,85112,9413,95800,13458,14771,46509,102694,56982,52799,94819,17242,58191,29780,63250,74343,109860,37861,39751,90679,8189,19231,50705,46043,105448,13523,28371,77988,116172
185,82800,72419,50102,48906,68000,53121,32341,17867,42892,15866,30230,73646,51516,73402,105821,86067,83505,72053,93983,32055,68569,79458,110630,37038,98379,117121,104504,76362,31378,17789,90815,38558,93994,109937,71928,95636,99781,112280,93691,113943,37181,88685,68082,66949,61843,110608,4218,95280,61416,80151
194,55086,37482,39713,88863,94309,63816,36508,53218,76080,93746,90391,33052,95295,28441,81791,112650,40604,97209,48265,100992,107757,65286,104945,112279,53185,69260,99699,55393,97957,12787,74743,62762,58348,39098,104783,99637,35222,80876,22316,51493,110879,45500,88585,51575,91492,47899,23171,83552,12760,51941
196,11703,12588,5236,67260,25549,72800,53032,8285,44235,686,4538,16764,40498,3567,105453,31542,58836,14736,5129,3922,6143,24108,24656,5925,14183,25851,8198,24203,32762,52897,38453,38842,90664,6979,8863,24362,15844,56751,7015,80614,76868,30177,68374,84704,10943,373,103273,14379,9342,45094
205,40685,106159,94677,107639,24450,68683,65005,65512,107749,14823,110099,73252,71447,43320,64148,62387,58752,10793,107140,21351,72782,109090,108757,81056,66899,63324,100504,94323,105026,30998,111952,21248,16520,101733,88188,102575,38611,10948,65079,24376,100653,111489,101164,103231,104521,98578,97281,107558,74579,32339
207,52040,98765,107359,80051,116100,37625,35145,90073,86198,87153,112945,52643,74482,97994,116107,27699,14088,67663,83832,91399,113386,27068,35326,44955,41122,104635,63282,24699,113151,95162,96118,89054,116903,61143,95099,97575,31056,96835,96116,98434,31509,53727,103947,83348,47776,45032,44688,26599,22016,89848
216,42910,30775,101230,37544,29119,38650,2350,41978,99331,113802,82138,28152,110819,19124,88570,53090,55191,38986,79913,45787,4490,113335,56568,27338,84136,15619,10470,29200,106246,65751,99232,45961,65790,40439,33696,79843,34092,65742,51510,113055,116358,54298,32973,41410,5523,29275,81221,73095,34900,4484
217,74926,53032,57651,27416,2972,50250,60345,30236,53657,12279,49067,51325,63011,71830,5624,32758,87272,61494,80227,6025,67408,28967,1908,89576,46577,75435,60185,45639,42974,27629,38705,65970,23231,1291,98896,21577,43764,37440,27820,14411,30056,16179,109416,58482,99813,50319,67193,706,11383,74896
227,59461,103809,61514,81046,12885,112838,21203,77247,77569,27984,68840,52773,115753,97547,34791,78964,98821,59436,83219,17689,54060,63663,114060,96051,69616,117523,88959,62980,59113,80291,61277,106006,69384,78263,70145,11269,100519,1109,102928,38575,63171,112494,80378,77126,114734,54605,36392,108365,103815,101291
228,41329,18701,24122,17312,26666,37930,14484,84760,59824,39729,68418,58766,87478,86855,38596,29848,53386,24936,87012,32760,77832,60870,21877,19149,102068,53390,59687,17028,69255,116179,99929,87677,14659,16611,54030,28617,66121,21430,114636,26928,75215,110957,26059,110079,36801,60692,58550,110954,36689,111294
229,86367,94603,35301,100907,99487,97666,83981,96906,84613,97318,85038,40131,14727,85360,36850,112209,103662,116933,113101,103727,98747,15415,89324,101975,98843,89133,88986,10878,97714,108340,97629,99047,107945,38546,103239,106329,111348,115784,51476,61357,36215,56247,45102,116976,108654,72914,117280,86148,65488,47830
238,115179,115059,39237,93944,115209,115188,109753,105353,92896,62847,30291,116327,39435,117638,6580,51231,46387,27463,113031,112528,81440,54708,87790,77461,89967,57055,45101,11703,68361,6076,115194,114434,5043,73305,117276,60376,93925,71523,117475,81631,21604,90148,38168,32306,65303,10822,5236,31116,3617,11608
239,101242,44982,34501,70598,44628,108736,84285,107524,71906,99184,89045,104352,54572,48460,99350,19783,114823,111566,9454,55191,39033,54365,109935,35823,100776,106384,41995,20658,94681,86837,87383,8498,89427,15809,16573,24374,92214,93560,4063,101172,10859,33653,107617,75076,69966,6263,47457,103152,103681,79909
240,65638,50665,106044,79599,102382,53696,67005,23187,93850,62389,95223,23220,97419,10810,15143,17773,19024,6317,13113,57060,8278,60687,6711,6503,13751,95580,10985,52716,54990,102917,29389,73903,6160,14820,10402,35938,28245,22232,77706,73424,113149,16769,46542,106653,75328,104444,82641,15599,63439,25691
249,97572,111647,110422,107085,92901,112994,102116,65587,108710,109999,95108,70517,26376,108985,80578,8968,79230,36232,57163,94551,57415,61788,2470,71852,37829,52049,86252,16549,52471,109170,69951,106821,65676,110723,106543,24875,4477,96848,57700,31266,104,42777,45553,44084,55640,95589,112395,107805,18145,3059
251,14573,79434,80814,65553,32671,30184,43130,67140,91712,35418,34628,33444,20740,102524,39093,71560,56442,19,26307,77411,5805,20658,74897,75918,44955,59294,105357,35408,17090,93889,85763,115108,102567,85220,112389,4807,52416,76031,4303,97986,66188,32655,19760,90735,106129,37591,65259,39704,91750,63394
261,43733,70430,13113,107368,51606,82466,30503,69102,103985,27248,110525,84466,73446,16874,100006,71628,20361,74259,20430,42949,115062,83306,11655,76305,92546,44473,43050,100438,74155,6359,68363,29715,8157,17898,52723,91711,105471,26895,116560,36720,48506,25808,48489,114747,14709,115301,64720,93945,72685,12845
262,86344,94038,116458,44092,89354,86959,117457,85797,87957,86542,84972,82409,94269,116180,20319,83730,58458,33042,19601,33505,104750,115645,117651,110163,66485,7546,100813,1663,108477,113360,112334,85378,69158,28162,117517,96462,101075,103540,79763,13629,79411,114960,53931,65347,55696,33142,117635,8751,108418,87803
272,76826,19944,15155,39692,35459,51826,7847,25681,36421,32464,12456,48328,13757,9711,45370,107127,35909,1708,74574,13621,94281,106861,16393,47341,68678,72740,62423,7261,27470,19791,19308,60630,76480,83069,51703,110520,7656,96112,44047,24351,390,42394,63997,33781,31430,23532,10878,106812,56357,106627
273,18403,24648,71916,99141,6582,7099,22645,85159,3052,72841,53821,46299,693,16782,70229,76736,3925,29282,29653,86214,66752,53246,56107,47442,57159,31534,45073,59976,35230,100629,22307,44978,45744,21143,35758,97626,9910,26152,59700,31108,32957,57491,56528,30992,93312,17848,69947,9441,30020,109667
282,95411,95624,47889,66430,2829,29300,113759,105962,88055,109589,112040,88697,105383,11622,117024,113928,109671,105391,96594,106932,94774,85765,73699,91485,91983,47887,25021,102190,50286,84108,35655,109906,25741,96438,101896,105783,109431,80765,24514,106202,61883,66708,104871,19939,3970,88453,67385,51084,79511,16463
283,58498,52640,116719,81694,22281,82425,37759,80736,37665,53014,52399,25875,3566,91166,73902,60349,19666,2647,59318,67712,63593,51493,6387,102476,79438,29206,6830,56871,26209,32998,22117,92622,25607,94576,66360,95722,75838,34563,3742,42169,9688,63720,85706,103730,89895,103045,86971,75195,92862,79396
284,40447,63818,72517,45808,72684,92345,19653,32247,90004,59008,74836,94571,52045,52074,51293,15415,91467,110198,24738,91796,113084,86126,26823,52222,80464,66100,95115,108313,42473,77057,64697,35096,67347,68168,92657,47615,86186,86291,84405,112628,7184,79561,15974,81487,83422,24025,24396,97419,104718,17007
294,62586,104729,27833,64107,73448,67414,26441,16697,44044,105219,3034,10320,44452,25545,60751,85580,23244,53931,74514,57151,25837,35289,5871,601,36692,68094,82990,70313,54548,50250,11947,108191,111770,51621,81422,65089,24102,86829,74926,17637,49515,48567,29,93855,55384,48515,51258,16537,81225,27
304,71408,112528,113031,103876,117577,75196,111911,89727,93552,91297,116327,115393,106052,106921,107166,114383,113569,76331,79771,117642,94214,97085,117610,101355,86972,73260,92515,92941,115015,110696,76398,110340,110896,115577,95421,110120,90148,94298,107346,87922,115720,115116,106292,116971,117286,114384,64837,96115,101596,99345
305,86136,116179,36382,116788,81829,113840,75757,110573,53342,84257,79509,43544,48495,71408,55693,75118,113056,36188,65355,47603,113031,48142,64825,82366,89632,92063,35573,44241,62230,27334,53354,67164,31741,115333,42334,38173,72074,62138,76815,100102,88201,55197,28058,62117,101355,116209,46542,60647,46722,39295
306,38123,102450,88247,99588,110978,54357,87936,108221,102198,111767,38202,87723,50212,66893,60331,69646,78954,52012,114701,92285,43411,26313,19839,72927,105147,35974,106663,3768,111186,363,78074,31580,116746,75491,12033,109490,87967,49300,6692,104680,29813,109001,73229,8885,17918,60462,90649,95214,108446,67944
316,59023,33496,117641,102514,80971,116048,7291,43869,89413,91061,90913,54991,88116,16699,16939,905,62444,1864,67874,48019,9700,7282,4999,75616,85545,52919,66669,1782,15547,41459,55552,76907,24129,80100,21736,90604,90171,61497,45328,4690,43902,42934,90148,92507,27148,48461,103250,61277,31402,8150
317,79216,27469,73844,11774,43861,81542,70352,73468,88951,31177,62903,26170,27773,9919,7746,5644,53688,26193,103779,28236,86746,91631,19836,63833,12643,46268,9066,955,9021,30886,59275,54681,43622,64411,77236,92171,11028,48440,36346,20792,487,22694,113395,12402,98049,19301,9004,20351,70940,53150
327,65379,26681,43753,103691,84274,28014,82222,92039,69612,116711,40063,32632,49172,45089,39158,55358,98487,184,16449,106136,80341,8856,23178,95250,46489,3264,5666,73951,82432,103800,22341,30060,54814,50404,104706,18281,107650,23269,28453,89497,88914,107476,112971,5643,92383,38812,50139,32712,113802,93620
338,77656,87869,65526,22291,17198,74906,101669,37935,113304,48763,67335,49936,112206,53151,97891,5118,43668,73471,74604,86220,18697,83514,111425,88402,58179,3771,72379,5209,92081,71816,93214,18262,67394,56739,108151,22973,25481,26522,13235,62400,76332,53260,84595,100043,100179,85769,46736,28747,81410,96411
339,48011,70369,47546,93699,88185,110093,77360,6504,73104,37674,109125,82276,88454,92128,48879,74075,104870,32959,36671,66962,99186,15054,36636,57689,84519,57802,110330,62018,14829,57978,36556,91209,14641,56257,28687,109671,8917,87155,7779,103136,52017,103144,100444,105104,82977,106495,15696,112514,112141,73246
348,19748,50922,91718,45107,8821,66577,44504,77654,100643,92833,57235,33497,74652,54872,85196,34181,68038,53745,78220,25918,30809,84997,26286,38066,27098,8245,10859,35420,3894,44754,9695,109855,13468,7662,66989,8240,81755,78249,81495,50548,25572,9605,99948,81810,27816,39512,7579,34791,66814,9169
350,109264,112985,112614,115469,108240,25255,16039,104867,89251,113274,114035,100972,87218,99427,106429,117188,26554,88224,16643,94261,18013,84324,43167,12677,16942,85541,110758,105127,84948,16772,111818,91838,88223,84779,107458,107995,87614,20069,80899,44383,92721,80938,83030,92399,31476,90331,14505,112167,62629,60350
359,45647,81754,47202,115139,1431,588,81422,26031,5133,95219,3729,14861,54376,100990,104705,46695,9672,84681,77844,2257,29333,74812,82393,88211,105188,46393,9329,96338,63069,17100,73459,52897,9675,9998,47840,12691,94322,21147,27173,81096,92716,70530,1311,2713,29248,16977,47176,8885,38486,13399
371,31170,32925,30844,43598,31438,54648,53580,31171,22640,75244,36324,30741,12911,75037,31859,92307,17417,62444,25746,60476,42694,26187,18246,20894,85969,83670,33226,94794,112987,92229,52134,31434,76537,87508,18328,9044,70173,9825,21580,22148,26971,31544,76831,25911,63536,42651,114770,32278,61677,50343
372,84858,80570,44128,53948,64367,15318,53272,73609,98077,17182,76618,58490,87545,13081,17806,66264,60092,2933,35415,63145,17951,35279,63776,85314,21351,8364,49445,57402,17289,9432,58756,45738,66633,35131,11679,21014,16299,72654,35297,63632,28968,5441,83148,3910,13368,31180,90044,89115,31931,22631
382,56167,9673,78141,53706,26729,5383,22917,5197,63642,18372,63644,8651,15290,16697,92789,25689,35104,82976,548,77019,75002,86471,52485,44023,889,3,6389,57810,24496,40391,47612,93828,64113,16969,55811,27051,9062,33897,65600,4870,38645,82173,39837,76901,70785,28793,79651,63501,16370,22858
383,55396,86113,51617,101646,39226,87276,32773,52521,78408,60604,108924,68546,15843,9292,71665,3171,63896,38821,15382,37118,107183,85005,76532,104430,56769,82505,93976,92639,34830,111652,71898,102033,52615,57417,39922,113239,70657,104211,34588,96756,65672,57036,47211,54569,89427,103745,76533,46808,39881,48194
392,36836,17235,72947,80657,70677,10067,21168,82961,40815,84792,80951,60982,114719,73907,69947,10335,113851,81756,60870,83816,83915,32018,55333,85747,29398,41417,13107,78644,62925,24381,71593,79677,12711,25693,71755,53279,39272,45607,44989,73392,40306,101999,20333,55690,84810,11266,80722,31609,26785,12026
393,96192,82817,100896,63984,66753,33371,85923,98376,70700,66093,85180,90957,84637,6138,58649,3597,70130,100560,90750,35079,63839,69293,95254,81201,12514,1131,12405,7795,26745,11757,87445,21022,69736,103949,19091,35644,68816,13641,69446,21649,30631,65451,23765,67237,72195,64114,18127,90338,58704,76677
403,7819,39227,80749,99398,85669,54079,21201,48719,97873,100586,109370,115811,56302,19251,100778,53023,54262,53148,54598,27630,117408,13284,59558,61743,53568,62136,112082,97820,12845,75008,116732,22786,104255,45416,110093,109525,58313,68446,16825,113235,38886,91348,19499,108790,38387,114686,92572,89174,63242,112157
404,57998,55384,71481,28443,12670,28502,81394,5465,26047,42854,48967,10365,84715,115029,20928,1982,28833,62719,110459,83895,53751,51805,79960,85580,17908,5097,64563,84888,50250,693,22522,24032,29900,48345,35343,13560,108758,82824,47927,3492,53970,5933,46262,50647,2360,9673,105508,115811,62578,22917
405,52877,16913,16781,87343,35743,24168,17735,2076,12008,51943,29777,8397,25626,11577,10218,16192,107064,5082,27109,34347,110189,98400,20013,91748,20776,71768,108354,455,22048,67008,15473,34723,16329,3820,3075,40526,15432,99847,98094,12216,57900,65955,116039,2229,94454,392,82950,11073,25011,1487
414,63321,78868,46491,94804,65285,80679,93024,49308,51182,59504,46438,68080,41881,8101,62146,111326,90214,50855,45578,36071,63028,11939,42640,87016,42995,17007,48093,94852,41898,24289,112623,34301,32392,79890,75812,43861,84547,8283,84440,77347,83972,44567,105365,114407,36683,50844,78841,85661,106920,4399
416,21670,59791,10819,40187,24,166,9353,105937,72067,80016,56807,27464,23350,40731,48554,75863,76604,59378,102725,90748,5891,100527,107673,105970,103476,37200,56590,29529,114770,163,91006,104279,36234,31131,111323,40257,69724,7224,50663,22400,57032,14984,105548,58524,14922,22753,78019,112087,7556,103593
425,54114,92094,39609,10356,51455,83768,86245,52307,93287,107298,78054,94256,91231,31213,44644,24255,54686,75910,55988,18567,34866,14113,18549,15695,26192,89839,100129,14116,92665,60728,97950,111843,46850,22187,44407,37470,46517,79271,63358,98182,72915,33422,20295,28677,74815,54952,16588,88633,42806,80158
427,114625,82947,100910,92857,43663,62183,116710,97272,115455,109890,114362,114483,110842,117195,116029,115996,49554,72642,48289,95013,52588,22803,100057,94513,67395,88409,1530,80,30668,93224,39354,100075,111802,93374,17406,44534,43836,101425,81843,111025,49617,26492,89367,55676,111703,117369,46777,114383,42999,61888
436,5219,19577,10218,66032,90402,4229,112079,40252,97037,21942,75812,19230,43538,5008,113122,27353,40106,20311,29898,38595,640,104018,74181,63261,42334,115908,94670,15285,35140,66197,6475,107937,31346,100029,17923,61013,69039,38899,16134,95947,64565,70682,107566,7280,2889,63269,32867,62728,214,22336
437,67486,79793,81633,43967,1757,56220,51135,30593,52840,23495,110227,3392,59936,116008,30489,61528,43425,81594,81209,99971,104268,96774,66115,94880,44117,23298,94539,90172,76405,42300,94319,81991,75170,101938,33493,84059,71087,83373,54717,90602,31466,10982,56102,81133,97046,75644,21979,82757,111751,56967
447,87972,16049,39350,100087,96349,31991,61819,76009,112521,51149,38124,23834,74578,38667,60576,79406,32018,82422,28608,97868,93205,114289,37785,52439,112861,100923,67416,89758,87471,86649,85868,92815,83289,117656,86502,77258,103213,107542,89073,112959,116332,64727,107763,54373,61651,103837,116222,40535,93224,111011
448,114290,82979,100824,71251,67711,87245,75320,64567,59168,66957,88651,56870,97395,98913,102179,64736,60971,53742,47287,98836,56438,11339,105551,27481,60404,61281,88385,101809,71154,64803,35518,96591,104646,56348,37172,25772,52290,45021,81290,79228,113137,47617,79289,36588,35860,50364,80227,50818,34840,84837
449,32763,56776,61788,15843,38772,88996,28705,86223,89098,54552,50178,79696,27105,72082,82963,39427,94199,57805,58238,34376,117556,73701,41435,51922,71945,62762,41645,38953,37427,615,4022,81360,98645,58055,33866,116632,24750,106119,8405,42868,45824,81205,68951,56740,16950,70817,76868,55142,43741,80521
459,21140,32931,24191,17991,10388,20029,24237,2291,3090,9223,54072,32944,7701,90883,4082,97307,74127,73095,112749,82254,5056,79029,32487,60,3593,33735,5762,67760,46695,12961,22497,51068,22151,51476,18368,109742,54369,498,482,60876,31363,29248,73424,53339,5930,66918,66142,55886,22904,88936
470,63982,5314,34467,2017,70564,54548,39921,93753,23562,19681,15029,228,13650,70011,75305,39140,24168,4918,19190,12968,91875,105145,85420,13236,31495,24109,107438,77533,70911,111686,21143,104537,106384,106038,107917,39331,73206,112542,58071,108160,21727,116209,104660,109878,116876,99326,53907,34447,108236,73457
471,49172,81331,84332,16145,21122,107476,97721,21324,45296,106557,72565,92051,6269,42474,48360,88448,103675,107218,80295,38199,48794,96522,113663,81599,20430,98076,21361,66667,91143,87763,6492,23921,4569,14710,110216,31735,92704,93666,52267,76203,75747,91182,49357,13562,93452,52286,69608,84973,91509,93011
480,6883,42084,11817,96357,15203,54812,12249,95616,70347,25438,64917,79710,31805,84500,100464,76702,95389,83169,7830,90107,32403,45212,109553,72776,18974,2545,20893,53045,107546,19659,62146,105926,9214,38257,115452,10937,112305,49977,113171,110279,111489,30193,95049,477,45349,102248,106210,105786,81318,112971
481,32468,91139,9811,5616,7928,21601,94132,30923,71011,66833,17349,91522,94346,68704,90427,79871,66681,44966,104367,73840,91949,113920,98156,90371,79846,83599,99292,72931,65792,38527,10630,115871,79874,109302,76059,53239,12737,28539,14636,48700,27055,106819,66620,27565,27816,57489,79465,98899,30275,36893
482,100065,12922,18004,77527,2432,83291,52007,5255,5167,8554,4918,97831,20227,31725,40779,35055,3043,81434,30597,50771,49620,45846,50430,4679,85611,58216,90090,112444,8892,110453,74241,83859,4070,12171,85302,45618,92239,22129,14984,30961,111409,94097,96259,62186,12116,85694,66363,75402,49769,103529
492,50088,38172,22723,20434,4445,15431,17445,32595,88707,3295,29159,38327,48440,48196,1032,72861,24694,74965,46368,10340,24767,62175,20462,13566,3924,104872,68004,14226,2993,54317,63252,37444,87199,8917,42354,75724,25089,8634,9212,50488,53199,827,7137,79841,18678,77334,8571,8767,52723,84284
493,112376,2480,109144,88289,61879,4768,74619,99974,31382,37880,106738,37460,56857,114945,33989,16504,27961,63977,66358,112985,80890,9687,84565,112573,22895,90151,104890,51120,91677,12360,43662,39966,45824,52358,84845,105067,74478,78294,31085,69132,49354,57411,38376,110097,72028,79157,29438,77895,83577,111744
503,60260,90967,36653,105,74445,41132,65297,77900,79094,51087,49310,31525,56249,65654,54568,19575,54670,67869,58745,70268,84223,8206,11513,79945,2257,11328,11789,44191,91006,27278,83047,79676,68599,89981,6843,24007,4070,16003,12674,35790,46372,84077,60222,18789,21990,81225,23761,83970,67414,72377
